number_of_rooms,district,structure_type,year_of_construction,floor,area,quality,price
2.0,2,2,2010.0,8.0,66.4,3,44500000.0
3.0,2,3,1963.0,4.0,60.0,3,40500000.0
1.0,2,1,1984.0,5.0,33.4,3,27000000.0
4.0,1,1,2009.0,3.0,144.8,3,103000000.0
2.0,3,3,1988.0,4.0,51.0,3,41500000.0
2.0,1,3,1987.0,3.0,52.0,3,37500000.0
4.0,6,2,2022.0,3.0,121.0,4,118000000.0
3.0,5,2,2018.0,11.0,75.0,3,71000000.0
4.0,1,2,2008.0,12.0,160.0,3,140000000.0
4.0,1,2,2007.0,11.0,180.0,3,100000000.0
3.0,2,1,1964.0,2.0,70.0,3,46000000.0
1.0,3,3,1975.0,2.0,31.0,3,28000000.0
4.0,5,2,2011.0,4.0,165.0,3,200000000.0
3.0,3,2,2011.0,5.0,110.0,3,70000000.0
2.0,0,2,2023.0,5.0,72.5,4,31000000.0
2.0,4,3,1982.0,4.0,54.0,3,35000000.0
1.0,6,2,2019.0,8.0,27.8,3,17700000.0
3.0,4,3,1982.0,1.0,59.0,3,36000000.0
3.0,4,3,1987.0,5.0,59.0,3,32000000.0
1.0,6,2,2012.0,5.0,60.0,3,30000000.0
3.0,1,2,2012.0,18.0,105.0,3,72000000.0
3.0,2,3,1970.0,3.0,60.0,3,34300000.0
6.0,3,2,2013.0,8.0,300.0,3,395000000.0
3.0,3,1,1980.0,2.0,66.0,3,51000000.0
4.0,1,2,2023.0,7.0,120.0,4,97500000.0
3.0,7,1,1973.0,2.0,61.9,3,40000000.0
5.0,5,2,2002.0,1.0,250.0,3,268000000.0
10.0,3,2,2003.0,1.0,467.5,3,717000000.0
2.0,5,3,1971.0,3.0,52.3,3,54000000.0
2.0,5,1,1958.0,2.0,46.0,1,45000000.0
2.0,1,1,1973.0,1.0,50.0,2,42500000.0
2.0,1,1,1962.0,3.0,55.0,3,55000000.0
2.0,1,3,1970.0,6.0,52.0,3,51000000.0
1.0,1,1,1985.0,2.0,34.0,2,37000000.0
1.0,1,1,1960.0,2.0,30.0,3,45000000.0
1.0,5,1,1980.0,4.0,35.0,3,48500000.0
2.0,1,3,1970.0,7.0,50.0,2,43000000.0
2.0,5,1,1974.0,2.0,51.0,1,53000000.0
2.0,6,2,2020.0,2.0,67.0,3,36700000.0
2.0,5,2,2019.0,6.0,57.0,3,27500000.0
3.0,1,1,1956.0,3.0,90.0,3,72000000.0
1.0,2,3,1994.0,5.0,42.0,3,26000000.0
1.0,2,3,1986.0,2.0,41.5,3,27999999.0
2.0,6,2,2019.0,2.0,71.0,3,33000000.0
3.0,1,3,1981.0,2.0,63.7,1,38500000.0
2.0,1,3,1981.0,9.0,47.0,3,41500000.0
1.0,3,3,1963.0,1.0,32.0,3,22000000.0
3.0,3,2,2019.0,2.0,105.2,3,117000000.0
2.0,5,2,2019.0,2.0,67.0,3,36500000.0
3.0,3,2,2018.0,9.0,110.0,3,108000000.0
1.0,0,2,2014.0,4.0,44.4,3,21000000.0
5.0,3,2,2006.0,14.0,212.0,3,145000000.0
2.0,5,1,2022.0,3.0,85.0,3,79000000.0
3.0,7,2,2018.0,1.0,87.7,3,43000000.0
1.0,3,3,1975.0,2.0,31.0,3,28000000.0
3.0,2,2,2013.0,13.0,109.0,3,58700000.0
2.0,3,3,1972.0,1.0,42.0,3,26000000.0
4.0,5,2,2010.0,5.0,112.4,3,60000000.0
4.0,3,3,1988.0,6.0,95.0,3,81000000.0
1.0,3,1,1964.0,1.0,32.0,1,25700000.0
1.0,2,2,2023.0,9.0,33.0,0,21000000.0
1.0,2,3,1978.0,1.0,24.0,1,12500000.0
2.0,3,2,2023.0,6.0,67.7,4,60000000.0
2.0,3,2,2008.0,13.0,71.0,3,55000000.0
2.0,2,2,2007.0,10.0,56.2,3,43000000.0
2.0,4,2,2008.0,4.0,64.3,3,31000000.0
3.0,1,2,2011.0,5.0,120.0,3,68000000.0
2.0,3,2,2013.0,1.0,80.0,3,80000000.0
3.0,2,3,1990.0,6.0,72.0,1,44500000.0
1.0,2,3,1986.0,1.0,31.0,2,22500000.0
2.0,2,3,1987.0,3.0,51.0,3,35000000.0
2.0,5,2,1975.0,2.0,55.0,3,50500000.0
1.0,5,1,1974.0,4.0,36.0,2,38000000.0
2.0,6,2,2019.0,10.0,47.0,2,20000000.0
2.0,4,2,1985.0,2.0,54.0,3,30500000.0
3.0,1,3,1987.0,2.0,69.0,3,40500000.0
3.0,1,1,1983.0,1.0,74.0,3,50500000.0
1.0,3,1,1977.0,3.0,40.0,3,31500000.0
3.0,1,3,1978.0,1.0,55.0,3,34000000.0
1.0,4,2,2008.0,6.0,20.0,3,9999999.0
2.0,3,2,2023.0,19.0,83.0,4,58600000.0
3.0,0,2,2022.0,2.0,85.1,4,31000000.0
3.0,3,2,2019.0,7.0,84.0,3,65500000.0
3.0,3,3,1983.0,5.0,63.0,3,43000000.0
4.0,2,3,1991.0,7.0,97.0,3,68000000.0
2.0,5,1,1963.0,4.0,43.0,3,39500000.0
2.0,2,2,2017.0,5.0,65.0,3,55000000.0
1.0,6,2,2019.0,10.0,31.0,2,18999999.0
2.0,5,2,2019.0,6.0,61.1,3,35500000.0
2.0,3,2,2023.0,6.0,70.0,4,75000000.0
2.0,3,3,1985.0,4.0,58.0,3,49000000.0
1.0,6,2,2019.0,2.0,39.0,3,21500000.0
1.0,6,2,2019.0,5.0,31.0,2,15000000.0
3.0,2,2,2019.0,7.0,98.0,3,68800000.0
4.0,2,3,1991.0,2.0,84.0,2,48000000.0
2.0,6,2,2022.0,1.0,63.0,3,55000000.0
6.0,1,1,1940.0,3.0,152.8,1,120000000.0
3.0,5,2,2017.0,2.0,101.0,3,105000000.0
2.0,1,1,1972.0,4.0,55.0,3,42900000.0
4.0,3,2,2009.0,4.0,155.1,3,135000000.0
4.0,3,2,2015.0,31.0,260.0,3,1350000000.0
2.0,7,2,2015.0,7.0,66.1,3,32500000.0
1.0,1,3,1978.0,3.0,13.0,3,8800000.0
3.0,0,1,1986.0,1.0,68.0,3,32000000.0
1.0,7,1,1986.0,4.0,19.0,1,8500000.0
1.0,3,2,2019.0,9.0,47.0,3,42000000.0
1.0,3,3,1962.0,3.0,34.0,3,26500000.0
1.0,5,3,1974.0,3.0,30.2,3,26000000.0
2.0,2,2,2023.0,5.0,52.0,0,50000000.0
1.0,2,1,1985.0,3.0,16.0,3,15000000.0
1.0,4,1,1993.0,3.0,37.0,1,25500000.0
1.0,7,2,2009.0,6.0,40.0,3,23000000.0
3.0,6,2,2019.0,4.0,78.2,3,34000000.0
1.0,7,1,1989.0,3.0,35.0,2,19000000.0
2.0,5,2,2021.0,4.0,60.0,4,65000000.0
2.0,3,1,1963.0,4.0,39.6,3,26500000.0
3.0,5,3,1972.0,4.0,60.4,3,37000000.0
2.0,5,2,2023.0,7.0,66.7,4,31000000.0
1.0,4,1,1991.0,2.0,34.0,3,21000000.0
3.0,4,3,1985.0,4.0,60.0,3,34500000.0
2.0,3,2,2018.0,15.0,155.0,3,75000000.0
4.0,4,3,1999.0,2.0,87.2,3,45000000.0
1.0,4,2,2023.0,6.0,40.0,3,25500000.0
3.0,1,1,1970.0,2.0,64.0,2,30000000.0
2.0,6,2,2023.0,4.0,56.0,3,45000000.0
1.0,6,2,2020.0,3.0,41.0,3,27000000.0
1.0,2,3,1974.0,5.0,31.0,3,21000000.0
2.0,3,3,1996.0,7.0,62.0,3,42500000.0
1.0,6,2,2019.0,7.0,31.0,2,15500000.0
1.0,6,2,2019.0,9.0,31.0,2,15000000.0
2.0,5,2,2017.0,4.0,35.0,2,29000000.0
3.0,3,2,2023.0,4.0,85.0,4,71000000.0
1.0,6,2,2022.0,1.0,47.0,0,22000000.0
3.0,2,3,1998.0,4.0,72.6,3,50000000.0
1.0,3,2,2015.0,10.0,47.0,3,37500000.0
4.0,3,2,2015.0,8.0,166.3,3,319296000.0
2.0,3,2,2015.0,14.0,89.1,3,171072000.0
1.0,4,2,1987.0,2.0,34.0,3,25000000.0
5.0,5,2,2007.0,4.0,234.0,3,530000000.0
6.0,3,2,2015.0,20.0,521.1,3,1861400000.0
3.0,2,2,2007.0,4.0,79.0,3,50000000.0
2.0,1,2,2021.0,7.0,56.0,3,66000000.0
3.0,2,3,1993.0,8.0,72.0,3,42000000.0
1.0,0,2,2017.0,4.0,44.0,3,20500000.0
3.0,1,2,1980.0,5.0,66.0,3,55000000.0
3.0,1,3,1963.0,4.0,59.0,1,35000000.0
1.0,0,2,2011.0,8.0,46.0,3,25000000.0
2.0,0,2,2011.0,8.0,47.0,3,24500000.0
2.0,0,2,2011.0,8.0,63.0,3,32000000.0
2.0,0,2,2011.0,6.0,47.0,3,26000000.0
1.0,3,2,2016.0,1.0,41.0,3,35500000.0
2.0,5,3,1970.0,1.0,43.0,3,20000000.0
1.0,2,3,1989.0,2.0,41.0,3,31500000.0
1.0,2,1,1988.0,3.0,32.0,3,23500000.0
3.0,5,2,2016.0,7.0,115.0,3,122000000.0
1.0,4,1,1988.0,5.0,36.0,3,22000000.0
2.0,3,2,2018.0,6.0,60.0,3,46000000.0
1.0,7,2,2016.0,2.0,45.0,3,23500000.0
2.0,1,2,2023.0,3.0,54.0,4,33000000.0
2.0,3,2,2019.0,7.0,60.0,2,45500000.0
1.0,5,1,1962.0,4.0,31.6,3,30500000.0
2.0,1,2,2020.0,8.0,46.2,3,45000000.0
2.0,3,2,2017.0,12.0,57.0,3,57000000.0
2.0,1,1,1986.0,3.0,68.0,1,44000000.0
2.0,3,2,2021.0,8.0,73.0,4,75500000.0
2.0,3,3,1980.0,2.0,43.0,1,34000000.0
3.0,6,2,2023.0,1.0,155.36,4,112200992.0
1.0,6,2,2019.0,2.0,47.0,3,24000000.0
2.0,3,3,1989.0,2.0,64.0,3,41000000.0
4.0,3,1,2008.0,1.0,167.0,3,157000000.0
4.0,3,2,2015.0,31.0,210.0,3,1678000000.0
2.0,2,2,2023.0,13.0,64.0,4,44900000.0
1.0,1,3,1991.0,9.0,40.0,3,28500000.0
2.0,0,2,2011.0,2.0,63.0,3,31000000.0
2.0,1,2,2012.0,5.0,62.0,3,40000000.0
1.0,0,2,2011.0,6.0,30.0,3,20500000.0
2.0,3,2,2019.0,1.0,47.0,3,60000000.0
2.0,6,2,2019.0,7.0,40.0,3,23500000.0
2.0,2,2,2007.0,9.0,55.0,3,31000000.0
2.0,5,2,2018.0,1.0,81.0,3,45000000.0
1.0,7,1,1972.0,3.0,43.0,1,17950000.0
3.0,3,3,1982.0,8.0,70.0,1,42000000.0
2.0,3,3,1986.0,4.0,43.0,3,33000000.0
2.0,2,3,1969.0,3.0,44.0,1,28000000.0
2.0,5,2,2018.0,9.0,75.0,3,81000000.0
2.0,5,1,1958.0,2.0,46.0,3,45000000.0
3.0,5,2,2015.0,5.0,91.0,3,92000000.0
1.0,3,2,2019.0,5.0,37.9,3,38000000.0
3.0,3,3,1983.0,5.0,58.0,3,43000000.0
1.0,1,1,1985.0,2.0,18.0,3,19000000.0
2.0,5,2,2020.0,8.0,58.0,3,53000000.0
3.0,5,2,2020.0,9.0,77.0,3,73000000.0
2.0,1,3,1978.0,4.0,43.0,3,33000000.0
2.0,3,3,1976.0,5.0,45.0,3,28000000.0
3.0,2,3,1967.0,3.0,59.8,3,33000000.0
3.0,6,2,2019.0,6.0,78.0,4,23500000.0
2.0,5,2,2008.0,8.0,60.0,3,50000000.0
3.0,1,1,1965.0,2.0,60.0,3,35000000.0
2.0,3,1,1961.0,4.0,34.0,3,27500000.0
2.0,1,2,2001.0,5.0,71.0,1,39999000.0
2.0,3,3,1976.0,3.0,45.0,3,35000000.0
1.0,0,2,2011.0,7.0,42.0,3,24000000.0
4.0,3,3,1986.0,5.0,81.0,3,60000000.0
1.0,4,3,1985.0,1.0,35.0,1,18500000.0
3.0,5,2,2019.0,2.0,130.0,4,123000000.0
4.0,2,3,1993.0,5.0,92.0,3,52500000.0
1.0,2,1,1970.0,1.0,28.0,3,16500000.0
3.0,1,3,1970.0,2.0,62.0,2,32500000.0
3.0,5,2,2018.0,5.0,115.0,3,107000000.0
3.0,3,1,1971.0,2.0,100.0,3,56000000.0
3.0,3,2,2013.0,2.0,100.0,3,90000000.0
3.0,4,3,1985.0,4.0,65.0,3,35500000.0
3.0,1,1,1975.0,5.0,68.5,3,50000000.0
3.0,0,2,2023.0,6.0,77.0,4,30500000.0
1.0,0,2,2018.0,9.0,48.7,3,26000000.0
1.0,4,3,1985.0,4.0,42.0,1,23000000.0
2.0,3,2,2023.0,4.0,72.0,2,72500000.0
1.0,0,2,2011.0,4.0,45.0,3,27000000.0
3.0,1,3,1985.0,1.0,75.0,3,39000000.0
3.0,5,2,2018.0,1.0,125.0,2,160000000.0
3.0,1,3,1980.0,3.0,59.0,3,35000000.0
3.0,2,3,1993.0,5.0,69.2,1,37000000.0
4.0,3,2,2012.0,5.0,130.0,3,144000000.0
2.0,3,2,2006.0,4.0,52.0,3,42500000.0
3.0,7,1,1973.0,2.0,60.6,1,27000000.0
4.0,1,2,2018.0,8.0,118.0,4,112000000.0
2.0,6,3,2022.0,4.0,61.0,4,31000000.0
1.0,3,3,1976.0,2.0,31.0,1,24000000.0
1.0,0,2,2012.0,4.0,51.0,2,21000000.0
2.0,6,2,2018.0,5.0,61.6,3,32000000.0
3.0,3,3,1986.0,3.0,75.0,3,51000000.0
2.0,3,2,2010.0,8.0,70.0,3,50000000.0
1.0,0,2,2011.0,7.0,47.0,3,26000000.0
1.0,0,2,2011.0,3.0,30.0,3,19000000.0
3.0,3,2,2023.0,15.0,98.0,2,53800000.0
1.0,2,3,1974.0,5.0,31.0,3,20700000.0
1.0,7,1,1972.0,2.0,49.0,2,15000000.0
1.0,2,2,2014.0,3.0,41.7,3,33500000.0
1.0,7,2,2018.0,10.0,41.0,3,29999960.0
1.0,3,1,1987.0,1.0,44.0,3,26000000.0
2.0,3,2,2019.0,5.0,70.3,3,71000000.0
4.0,1,3,1979.0,4.0,74.0,3,46000000.0
2.0,3,2,2024.0,8.0,62.2,0,41500000.0
2.0,3,2,2019.0,10.0,56.0,3,51000000.0
3.0,3,2,2023.0,12.0,98.5,4,60000000.0
2.0,4,3,2011.0,3.0,64.0,3,30500000.0
3.0,1,2,2022.0,4.0,89.4,4,75000000.0
2.0,3,2,2015.0,7.0,63.5,3,53000000.0
1.0,3,1,1962.0,4.0,30.0,1,19500000.0
1.0,0,2,2015.0,5.0,48.0,3,25000000.0
4.0,3,2,2009.0,4.0,160.0,3,135000000.0
2.0,3,2,2022.0,10.0,49.1,4,41700000.0
2.0,5,2,2022.0,8.0,85.0,4,59000000.0
2.0,6,2,2019.0,1.0,44.0,3,21000000.0
3.0,5,1,1958.0,2.0,65.0,3,61000000.0
2.0,2,3,1985.0,5.0,52.0,3,31000000.0
1.0,3,3,1987.0,5.0,33.0,3,35000000.0
2.0,0,2,2012.0,4.0,63.0,3,31333333.0
3.0,3,2,2019.0,11.0,100.0,3,86000000.0
1.0,2,2,2017.0,1.0,50.0,3,34000000.0
3.0,1,1,1978.0,5.0,75.0,1,75000000.0
2.0,2,2,2007.0,10.0,56.5,3,37000000.0
4.0,5,2,2008.0,9.0,170.0,3,226000000.0
2.0,1,3,1978.0,4.0,48.0,3,38500000.0
2.0,7,1,1990.0,1.0,46.0,3,27000000.0
2.0,0,2,2010.0,6.0,63.0,3,30800000.0
2.0,0,2,2012.0,4.0,65.0,3,29500000.0
2.0,3,3,1974.0,1.0,60.0,3,37500000.0
1.0,2,3,1982.0,9.0,36.6,1,22500000.0
2.0,0,2,2015.0,7.0,52.0,3,32000000.0
3.0,6,2,2023.0,4.0,77.0,3,43000000.0
3.0,2,3,1983.0,9.0,75.0,3,43500000.0
1.0,0,2,2013.0,9.0,46.0,3,24800000.0
2.0,5,2,2021.0,8.0,40.0,3,39000000.0
2.0,1,2,2023.0,8.0,68.0,4,61000000.0
2.0,7,2,2022.0,7.0,59.2,0,31000000.0
2.0,3,1,2021.0,3.0,53.0,3,50000000.0
3.0,3,2,2022.0,11.0,82.0,3,68000000.0
2.0,0,1,1975.0,3.0,56.0,3,32500000.0
3.0,3,2,2023.0,1.0,70.1,0,51000000.0
3.0,3,3,1961.0,3.0,57.3,3,40000000.0
2.0,7,0,1960.0,1.0,25.0,1,5000000.0
4.0,3,2,2023.0,3.0,165.7,3,125000000.0
1.0,2,1,1979.0,4.0,16.0,3,10000000.0
1.0,3,2,2023.0,2.0,54.5,0,36600000.0
3.0,3,2,2022.0,2.0,101.0,0,65700000.0
3.0,6,2,2019.0,6.0,78.0,0,23500000.0
3.0,3,3,1971.0,1.0,60.0,3,40000000.0
3.0,4,3,1983.0,5.0,68.0,1,35300000.0
2.0,2,2,2005.0,5.0,58.3,3,43500000.0
2.0,7,3,1972.0,2.0,42.0,3,26500000.0
3.0,0,2,2010.0,2.0,90.0,3,43000000.0
3.0,6,2,2019.0,8.0,62.5,3,32000000.0
1.0,3,2,2018.0,4.0,38.0,3,33500000.0
2.0,2,2,2018.0,5.0,60.0,3,34000000.0
2.0,0,2,2019.0,8.0,60.0,3,42000000.0
1.0,2,2,2023.0,4.0,36.3,4,27500000.0
2.0,4,3,1997.0,5.0,65.0,3,53000000.0
1.0,2,3,1969.0,1.0,33.0,2,17900000.0
2.0,6,2,2022.0,2.0,57.0,3,26700000.0
4.0,3,2,2016.0,1.0,140.0,3,160000000.0
3.0,5,2,2017.0,1.0,135.0,3,175400000.0
4.0,3,1,2022.0,2.0,200.0,3,248000000.0
1.0,4,3,1985.0,3.0,40.0,1,22500000.0
3.0,1,2,2007.0,5.0,125.0,3,95000000.0
2.0,5,2,2022.0,8.0,49.0,3,51900000.0
2.0,2,3,1987.0,2.0,52.0,1,29900000.0
1.0,3,3,1982.0,3.0,31.0,3,27000000.0
4.0,3,2,2019.0,10.0,125.0,3,92500000.0
2.0,0,2,2019.0,1.0,40.0,3,18000000.0
2.0,2,1,1974.0,4.0,54.0,3,40000000.0
3.0,4,3,1985.0,4.0,65.0,3,38500000.0
3.0,2,3,1974.0,3.0,59.0,3,34000000.0
3.0,7,2,2017.0,1.0,75.8,3,38000000.0
3.0,4,3,1985.0,5.0,63.0,3,34000000.0
3.0,1,2,2007.0,5.0,125.0,3,95000000.0
3.0,3,2,2022.0,10.0,75.8,4,64400000.0
2.0,1,1,1972.0,2.0,55.0,1,37500000.0
3.0,4,3,1985.0,5.0,60.0,1,26000000.0
3.0,2,3,1974.0,4.0,50.0,3,30000000.0
2.0,6,3,1989.0,2.0,51.0,3,24000000.0
3.0,4,3,1985.0,5.0,60.0,1,25900000.0
2.0,0,1,1981.0,3.0,50.8,3,26000000.0
3.0,3,2,2015.0,12.0,100.0,3,78000000.0
2.0,4,2,2022.0,7.0,46.6,4,21000000.0
1.0,2,2,2023.0,5.0,50.0,3,37000000.0
3.0,3,2,2019.0,5.0,87.3,3,60700000.0
2.0,7,1,1979.0,3.0,50.5,3,28600000.0
1.0,3,3,1986.0,1.0,45.0,3,30000000.0
1.0,2,3,1964.0,3.0,32.0,2,20900000.0
1.0,7,2,2022.0,4.0,40.0,3,27000000.0
2.0,3,2,2008.0,7.0,66.7,3,69000000.0
1.0,7,2,2023.0,3.0,46.0,4,21200000.0
2.0,3,2,2019.0,5.0,60.0,3,48000000.0
2.0,3,1,2017.0,4.0,80.0,3,72888888.0
2.0,0,2,2011.0,8.0,66.0,3,39000000.0
2.0,0,2,2015.0,4.0,64.0,3,27000000.0
1.0,4,2,2006.0,9.0,44.0,3,26000000.0
2.0,1,2,2012.0,5.0,62.0,3,40000000.0
2.0,4,2,2010.0,4.0,64.0,3,28800000.0
1.0,7,2,2021.0,7.0,39.0,3,26900000.0
2.0,3,2,2019.0,5.0,45.0,3,45000000.0
2.0,3,2,2008.0,7.0,48.0,3,40000000.0
2.0,1,3,1990.0,5.0,45.0,3,43000000.0
3.0,0,2,2022.0,1.0,71.0,3,45000000.0
2.0,4,1,1982.0,1.0,55.0,3,32000000.0
1.0,4,3,1985.0,2.0,42.0,1,21000000.0
1.0,2,2,2023.0,2.0,33.0,2,19000000.0
3.0,7,1,1989.0,5.0,69.0,3,29500000.0
2.0,5,1,1967.0,4.0,50.0,3,49999999.0
1.0,3,1,1976.0,3.0,32.0,1,22000000.0
2.0,3,2,2022.0,16.0,57.0,3,47000000.0
2.0,7,3,1985.0,5.0,52.0,1,22300000.0
3.0,1,3,1987.0,4.0,72.0,3,48000000.0
3.0,6,2,2020.0,14.0,85.0,3,49000000.0
1.0,4,3,1985.0,1.0,40.0,3,21900000.0
2.0,3,2,2017.0,10.0,62.8,3,48000000.0
1.0,6,2,2019.0,3.0,28.0,1,17500000.0
3.0,2,1,1983.0,4.0,78.0,3,44000000.0
2.0,7,3,1985.0,2.0,58.0,3,27000000.0
1.0,5,2,2021.0,6.0,32.0,3,30000000.0
3.0,2,3,1989.0,4.0,75.0,3,45000000.0
1.0,4,1,1989.0,3.0,35.0,3,21500000.0
2.0,4,3,1985.0,3.0,53.0,1,28300000.0
1.0,6,2,2021.0,8.0,41.7,3,22500000.0
1.0,4,3,1985.0,2.0,33.0,3,19500000.0
2.0,1,3,1974.0,5.0,42.2,3,28000000.0
1.0,7,2,2023.0,3.0,46.27,4,22200000.0
2.0,7,1,1965.0,1.0,43.6,1,30000000.0
1.0,2,2,2008.0,7.0,22.0,3,18000000.0
1.0,3,2,2019.0,5.0,39.0,4,28500000.0
1.0,4,3,1985.0,4.0,42.0,3,23500000.0
3.0,3,1,1990.0,5.0,80.0,3,51000000.0
2.0,3,2,2015.0,9.0,54.0,3,39300000.0
3.0,4,2,2005.0,6.0,92.0,3,48500000.0
1.0,2,3,1990.0,7.0,42.0,3,29000000.0
1.0,4,1,1989.0,3.0,33.0,1,16800000.0
2.0,0,1,1975.0,3.0,55.0,3,21000000.0
3.0,4,3,1985.0,5.0,70.0,1,33300000.0
1.0,7,2,2019.0,9.0,47.0,0,20000000.0
2.0,3,2,2021.0,9.0,54.0,3,47000000.0
4.0,5,2,1993.0,5.0,100.0,3,100000000.0
3.0,5,2,2012.0,9.0,135.2,4,171000000.0
1.0,5,2,2017.0,3.0,34.0,3,29000000.0
3.0,2,1,2005.0,2.0,91.0,3,60000000.0
2.0,4,3,1985.0,1.0,52.0,3,30300000.0
1.0,2,3,1990.0,4.0,41.0,3,30000000.0
4.0,5,2,2017.0,9.0,190.0,4,170640000.0
2.0,0,1,1990.0,5.0,52.0,1,32000000.0
2.0,3,2,2019.0,6.0,48.0,3,35800000.0
3.0,4,3,1985.0,4.0,65.0,3,36000000.0
1.0,2,1,1994.0,9.0,41.0,3,31000000.0
1.0,4,3,1985.0,1.0,32.0,1,17800000.0
1.0,2,3,1967.0,1.0,32.0,3,20000000.0
1.0,3,2,2014.0,12.0,40.0,3,32000000.0
3.0,1,3,1977.0,2.0,55.0,3,36300000.0
4.0,3,2,2021.0,16.0,140.0,3,149000000.0
3.0,0,2,2014.0,5.0,77.0,3,39000000.0
2.0,4,3,1985.0,3.0,52.0,3,32000000.0
3.0,3,1,1962.0,3.0,48.0,3,25000000.0
2.0,4,3,1985.0,3.0,54.0,1,29000000.0
2.0,3,2,2019.0,4.0,68.0,3,48500000.0
2.0,4,3,1985.0,2.0,55.0,3,32500000.0
3.0,7,1,1972.0,1.0,60.0,3,34000000.0
1.0,3,1,1963.0,3.0,31.0,1,26500000.0
1.0,2,3,1967.0,1.0,32.0,3,20500000.0
3.0,3,3,1980.0,2.0,68.0,2,39990000.0
3.0,3,3,1990.0,1.0,67.9,3,47000000.0
3.0,5,1,1990.0,3.0,65.6,3,70000000.0
2.0,3,3,1976.0,3.0,44.0,3,34000000.0
3.0,3,2,2013.0,5.0,127.0,3,135000000.0
3.0,3,3,1972.0,4.0,61.5,3,42000000.0
2.0,4,3,1985.0,1.0,55.0,1,29900000.0
2.0,7,3,1991.0,5.0,51.0,3,28000000.0
2.0,4,2,2022.0,4.0,70.0,3,43500000.0
2.0,2,3,1985.0,5.0,52.0,2,32500000.0
1.0,7,1,1989.0,3.0,35.0,1,18200000.0
1.0,4,3,2012.0,2.0,35.5,3,21000000.0
2.0,1,1,1981.0,5.0,52.2,1,37000000.0
2.0,3,2,2022.0,1.0,65.0,3,56000000.0
3.0,4,3,1985.0,3.0,60.0,1,32300000.0
2.0,0,1,2023.0,2.0,51.0,4,17850000.0
2.0,2,3,1980.0,3.0,44.0,3,25500000.0
2.0,3,2,2019.0,9.0,63.0,3,79000000.0
1.0,4,1,1960.0,3.0,18.2,2,12000000.0
1.0,2,3,1975.0,4.0,33.0,3,25400000.0
2.0,7,1,1984.0,2.0,45.3,1,22000000.0
3.0,1,3,1970.0,4.0,60.0,3,37000000.0
2.0,6,2,2022.0,10.0,60.0,3,35000000.0
3.0,1,1,1998.0,6.0,78.0,3,51000000.0
3.0,2,3,1990.0,2.0,72.0,3,37000000.0
2.0,3,2,2004.0,8.0,65.0,3,62999997.0
3.0,2,2,2008.0,7.0,79.9,3,79500000.0
1.0,3,3,2016.0,1.0,21.0,3,9000000.0
2.0,4,3,1988.0,4.0,50.0,3,36500000.0
3.0,3,3,1974.0,1.0,62.4,3,39000000.0
1.0,0,2,2015.0,5.0,40.0,3,21000000.0
1.0,0,2,2014.0,3.0,43.0,3,25000000.0
3.0,6,2,2022.0,1.0,66.0,3,39000000.0
4.0,5,2,2018.0,2.0,113.8,3,102000000.0
4.0,3,2,2016.0,1.0,85.0,3,74200000.0
2.0,5,2,2018.0,4.0,62.2,3,34000000.0
4.0,2,3,1992.0,8.0,100.0,3,57900000.0
2.0,2,3,1992.0,8.0,60.0,3,34000000.0
3.0,3,3,1973.0,1.0,59.0,3,34000000.0
3.0,2,3,1974.0,4.0,60.0,3,27500000.0
2.0,3,2,2018.0,5.0,50.0,3,40000000.0
1.0,4,2,2008.0,4.0,35.5,3,22500000.0
3.0,1,1,1960.0,2.0,70.7,3,117000000.0
3.0,1,2,2015.0,11.0,152.0,3,200000000.0
3.0,3,3,1962.0,2.0,58.0,1,34000000.0
2.0,3,2,2020.0,4.0,55.0,3,57000000.0
2.0,1,1,1960.0,4.0,41.0,2,24000000.0
2.0,1,1,1960.0,4.0,39.5,3,35500000.0
3.0,5,2,2015.0,2.0,125.0,3,129000000.0
1.0,5,2,2018.0,4.0,50.4,3,35500000.0
1.0,6,2,2022.0,6.0,26.0,3,17000000.0
1.0,5,2,2019.0,3.0,36.0,3,17500000.0
3.0,3,2,2015.0,16.0,53.0,3,45000000.0
2.0,7,1,1970.0,2.0,42.0,3,25000000.0
2.0,3,2,2024.0,16.0,80.04,0,39700000.0
3.0,6,2,2019.0,8.0,91.0,3,38500000.0
3.0,2,3,1987.0,9.0,72.0,3,39000000.0
3.0,3,2,2022.0,3.0,94.2,4,63000000.0
2.0,2,3,1969.0,2.0,45.0,3,26000000.0
3.0,2,3,1990.0,1.0,78.0,3,44500000.0
2.0,7,2,2015.0,8.0,66.0,3,33500000.0
2.0,1,2,2019.0,4.0,51.0,3,39500000.0
4.0,1,1,1979.0,2.0,75.0,3,70000000.0
1.0,4,2,2007.0,1.0,45.0,3,24500000.0
1.0,4,3,1987.0,5.0,41.4,3,20000000.0
1.0,4,3,1986.0,3.0,33.0,3,18500000.0
3.0,2,2,1994.0,5.0,70.0,3,49500000.0
4.0,6,1,1990.0,2.0,130.0,3,41500000.0
1.0,2,3,1983.0,2.0,33.0,3,21800000.0
3.0,1,3,1986.0,6.0,70.0,3,45000000.0
2.0,3,2,2019.0,8.0,62.0,3,46500000.0
1.0,2,2,2017.0,12.0,34.0,3,29000000.0
3.0,5,1,1980.0,4.0,70.0,3,48500000.0
3.0,2,3,1968.0,3.0,58.0,3,31500000.0
2.0,3,1,1974.0,4.0,64.0,3,52000000.0
